model,fpr,tpr,auc
LogisticRegression,0.05055292259083728,0.8529839883551674,0.9471490166049242
LogisticRegression,0.05055292259083728,0.8541484716157205,0.9471490166049242
LogisticRegression,0.05118483412322275,0.8541484716157205,0.9471490166049242
LogisticRegression,0.05118483412322275,0.8611353711790393,0.9471490166049242
LogisticRegression,0.051500789889415484,0.8611353711790393,0.9471490166049242
LogisticRegression,0.051500789889415484,0.862882096069869,0.9471490166049242
LogisticRegression,0.05181674565560822,0.862882096069869,0.9471490166049242
LogisticRegression,0.05181674565560822,0.8751091703056768,0.9471490166049242
LogisticRegression,0.052132701421800945,0.8751091703056768,0.9471490166049242
LogisticRegression,0.052132701421800945,0.87627365356623,0.9471490166049242
LogisticRegression,0.05244865718799368,0.87627365356623,0.9471490166049242
LogisticRegression,0.05244865718799368,0.8771470160116448,0.9471490166049242
LogisticRegression,0.05276461295418641,0.8771470160116448,0.9471490166049242
LogisticRegression,0.05276461295418641,0.8882096069868995,0.9471490166049242
LogisticRegression,0.05308056872037915,0.8882096069868995,0.9471490166049242
LogisticRegression,0.05308056872037915,0.8905385735080058,0.9471490166049242
LogisticRegression,0.05339652448657188,0.8905385735080058,0.9471490166049242
LogisticRegression,0.05339652448657188,0.8928675400291121,0.9471490166049242
LogisticRegression,0.053712480252764615,0.8928675400291121,0.9471490166049242
LogisticRegression,0.053712480252764615,0.8934497816593886,0.9471490166049242
LogisticRegression,0.05402843601895735,0.8934497816593886,0.9471490166049242
LogisticRegression,0.05402843601895735,0.9071324599708879,0.9471490166049242
LogisticRegression,0.054344391785150076,0.9071324599708879,0.9471490166049242
LogisticRegression,0.054344391785150076,0.9109170305676856,0.9471490166049242
LogisticRegression,0.05466034755134281,0.9109170305676856,0.9471490166049242
LogisticRegression,0.05466034755134281,0.9135371179039301,0.9471490166049242
LogisticRegression,0.054976303317535544,0.9135371179039301,0.9471490166049242
LogisticRegression,0.054976303317535544,0.9286754002911208,0.9471490166049242
LogisticRegression,0.05529225908372828,0.9286754002911208,0.9471490166049242
LogisticRegression,0.05529225908372828,0.9324599708879184,0.9471490166049242
LogisticRegression,0.05560821484992101,0.9324599708879184,0.9471490166049242
LogisticRegression,0.05560821484992101,0.9333333333333333,0.9471490166049242
LogisticRegression,0.055924170616113746,0.9333333333333333,0.9471490166049242
LogisticRegression,0.055924170616113746,0.9347889374090248,0.9471490166049242
LogisticRegression,0.05687203791469194,0.9347889374090248,0.9471490166049242
LogisticRegression,0.05687203791469194,0.9356622998544396,0.9471490166049242
LogisticRegression,0.05781990521327014,0.9356622998544396,0.9471490166049242
LogisticRegression,0.05781990521327014,0.9368267831149927,0.9471490166049242
LogisticRegression,0.05845181674565561,0.9368267831149927,0.9471490166049242
LogisticRegression,0.05845181674565561,0.9371179039301311,0.9471490166049242
LogisticRegression,0.05908372827804107,0.9371179039301311,0.9471490166049242
LogisticRegression,0.05908372827804107,0.9382823871906841,0.9471490166049242
LogisticRegression,0.059399684044233805,0.9382823871906841,0.9471490166049242
LogisticRegression,0.059399684044233805,0.9385735080058224,0.9471490166049242
LogisticRegression,0.05971563981042654,0.9385735080058224,0.9471490166049242
LogisticRegression,0.05971563981042654,0.9388646288209607,0.9471490166049242
LogisticRegression,0.06003159557661927,0.9388646288209607,0.9471490166049242
LogisticRegression,0.06003159557661927,0.9400291120815139,0.9471490166049242
LogisticRegression,0.06034755134281201,0.9400291120815139,0.9471490166049242
LogisticRegression,0.06034755134281201,0.9403202328966521,0.9471490166049242
LogisticRegression,0.06066350710900474,0.9403202328966521,0.9471490166049242
LogisticRegression,0.06066350710900474,0.9411935953420669,0.9471490166049242
LogisticRegression,0.062243285939968404,0.9411935953420669,0.9471490166049242
LogisticRegression,0.062243285939968404,0.9414847161572052,0.9471490166049242
LogisticRegression,0.0631911532385466,0.9414847161572052,0.9471490166049242
LogisticRegression,0.0631911532385466,0.9426491994177584,0.9471490166049242
LogisticRegression,0.06350710900473934,0.9426491994177584,0.9471490166049242
LogisticRegression,0.06350710900473934,0.9432314410480349,0.9471490166049242
LogisticRegression,0.06445497630331753,0.9432314410480349,0.9471490166049242
LogisticRegression,0.06445497630331753,0.9435225618631732,0.9471490166049242
LogisticRegression,0.06540284360189573,0.9435225618631732,0.9471490166049242
LogisticRegression,0.06540284360189573,0.9438136826783114,0.9471490166049242
LogisticRegression,0.06571879936808847,0.9438136826783114,0.9471490166049242
LogisticRegression,0.06571879936808847,0.9443959243085881,0.9471490166049242
LogisticRegression,0.0660347551342812,0.9443959243085881,0.9471490166049242
LogisticRegression,0.0660347551342812,0.9452692867540029,0.9471490166049242
LogisticRegression,0.06635071090047394,0.9452692867540029,0.9471490166049242
LogisticRegression,0.06635071090047394,0.9455604075691412,0.9471490166049242
LogisticRegression,0.06666666666666667,0.9455604075691412,0.9471490166049242
LogisticRegression,0.06666666666666667,0.9458515283842794,0.9471490166049242
LogisticRegression,0.0688783570300158,0.9458515283842794,0.9471490166049242
LogisticRegression,0.0688783570300158,0.9464337700145561,0.9471490166049242
LogisticRegression,0.06919431279620854,0.9464337700145561,0.9471490166049242
LogisticRegression,0.06919431279620854,0.9467248908296944,0.9471490166049242
LogisticRegression,0.07014218009478673,0.9467248908296944,0.9471490166049242
LogisticRegression,0.07014218009478673,0.9473071324599709,0.9471490166049242
LogisticRegression,0.07045813586097946,0.9473071324599709,0.9471490166049242
LogisticRegression,0.07045813586097946,0.9478893740902474,0.9471490166049242
LogisticRegression,0.07235387045813586,0.9478893740902474,0.9471490166049242
LogisticRegression,0.07235387045813586,0.9481804949053857,0.9471490166049242
LogisticRegression,0.07330173775671406,0.9481804949053857,0.9471490166049242
LogisticRegression,0.07330173775671406,0.948471615720524,0.9471490166049242
LogisticRegression,0.07614533965244866,0.948471615720524,0.9471490166049242
LogisticRegression,0.07614533965244866,0.9487627365356623,0.9471490166049242
LogisticRegression,0.07772511848341232,0.9487627365356623,0.9471490166049242
LogisticRegression,0.07772511848341232,0.9490538573508006,0.9471490166049242
LogisticRegression,0.07835703001579779,0.9490538573508006,0.9471490166049242
LogisticRegression,0.07835703001579779,0.9493449781659389,0.9471490166049242
LogisticRegression,0.08056872037914692,0.9493449781659389,0.9471490166049242
LogisticRegression,0.08056872037914692,0.9496360989810771,0.9471490166049242
LogisticRegression,0.08088467614533965,0.9496360989810771,0.9471490166049242
LogisticRegression,0.08088467614533965,0.9499272197962154,0.9471490166049242
LogisticRegression,0.08499210110584518,0.9499272197962154,0.9471490166049242
LogisticRegression,0.08499210110584518,0.9502183406113537,0.9471490166049242
LogisticRegression,0.08720379146919431,0.9502183406113537,0.9471490166049242
LogisticRegression,0.08720379146919431,0.950509461426492,0.9471490166049242
LogisticRegression,0.12322274881516587,0.950509461426492,0.9471490166049242
